Order_ID,Customer_ID,Product_ID,Branch_ID,Agent_ID,Order_Date,Total_Value,Payment_Method,Down_Payment,Net_Financed,Months_Term,Interest_Rate,Monthly_Installment,Remaining_Balance,Days_Past_Due,Currency,Next_Due_Date
ORD-14252,CUST-163,PROD-173,BR-7,AG-25,2/17/2024,44082.06,Installments,8816.41,35265.65,12,0.2,2938.8,17632.82,120,EGP,4/4/2026
ORD-14253,CUST-762,PROD-80,BR-3,AG-18,12/3/2024,69783.99,Installments,13956.8,55827.19,12,0.2,4652.27,27913.6,0,Pound,4/4/2026
ORD-14254,CUST-426,PROD-160,BR-6,AG-20,8/4/2024,73396.66,Cash,73396.66,0,0,0,0,0,0,EGP,
ORD-14255,CUST-291,PROD-167,BR-7,AG-8,7/31/2024,51498.99,Installments,10299.8,41199.19,12,0.2,3433.27,20599.6,0,EGP,4/4/2026
ORD-14256,CUST-706,PROD-173,BR-1,AG-3,10/10/2024,59751.45,Installments,11950.29,47801.16,12,0.2,3983.43,23900.58,0,EGP,4/4/2026
ORD-14257,CUST-342,PROD-189,BR-4,AG-4,6/14/2024,78572.79,Installments,15714.56,62858.23,12,0.2,5238.19,31429.12,0,EGP,4/4/2026
ORD-14258,CUST-589,PROD-160,BR-4,AG-8,12/8/2024,74948.04,Installments,14989.61,59958.43,12,0.2,4996.54,29979.22,0,EGP,4/4/2026
ORD-14259,CUST-677,PROD-191,BR-1,AG-15,2/11/2024,28650.92,Cash,28650.92,0,0,0,0,0,0,EGP,
ORD-14260,CUST-161,PROD-73,BR-5,AG-25,1/14/2025,20927.49,Installments,4185.5,16741.99,12,0.2,1395.17,8371,45,EGP,4/4/2026
ORD-14261,CUST-705,PROD-116,BR-5,AG-18,6/2/2024,24836.22,Installments,4967.24,19868.98,12,0.2,1655.75,9934.49,0,egp,4/4/2026
ORD-14262,CUST-182,PROD-72,BR-5,AG-2,11/3/2024,36570.62,Cash,36570.62,0,0,0,0,0,0,EGP,
ORD-14263,CUST-628,PROD-146,BR-7,AG-18,3/24/2024,21843.33,Cash,21843.33,0,0,0,0,0,0,EGP,
ORD-14264,CUST-644,PROD-110,BR-6,AG-16,10/10/2024,64644.69,Installments,12928.94,51715.75,12,0.2,4309.65,25857.88,0,egp,4/4/2026
ORD-14265,CUST-321,PROD-156,BR-1,AG-10,8/15/2024,39725.57,Cash,39725.57,0,0,0,0,0,0,EGP,
ORD-14266,CUST-189,PROD-175,BR-4,AG-23,2/1/2025,49736.26,Installments,9947.25,39789.01,12,0.2,3315.75,19894.5,0,EGP,4/4/2026
ORD-14267,CUST-324,PROD-153,BR-6,AG-3,2/3/2025,87273.01,Cash,87273.01,0,0,0,0,0,0,EGP,
ORD-14268,CUST-407,PROD-172,BR-8,AG-4,9/17/2024,55421.26,Installments,11084.25,44337.01,12,0.2,3694.75,22168.5,45,EGP,4/4/2026
ORD-14269,CUST-660,PROD-57,BR-2,AG-8,3/17/2024,51579.07,Cash,51579.07,0,0,0,0,0,0,egp,
ORD-14270,CUST-971,PROD-67,BR-5,AG-12,8/12/2024,56652.39,Cash,56652.39,0,0,0,0,0,0,EGP,
ORD-14271,CUST-476,PROD-180,BR-6,AG-8,11/16/2024,59372.24,Installments,11874.45,47497.79,12,0.2,3958.15,23748.9,120,Pound,4/4/2026
ORD-14272,CUST-960,PROD-110,BR-6,AG-11,2/4/2024,55381.05,Cash,55381.05,0,0,0,0,0,0,EGP,
ORD-14273,CUST-859,PROD-119,BR-6,AG-14,2/23/2024,13925.97,Cash,13925.97,0,0,0,0,0,0,EGP,
ORD-14274,CUST-779,PROD-65,BR-8,AG-12,11/25/2024,14275.41,Cash,14275.41,0,0,0,0,0,0,EGP,
ORD-14275,CUST-507,PROD-125,BR-9,AG-7,4/2/2024,15210.04,Installments,3042.01,12168.03,12,0.2,1014,6084.02,45,EGP,4/4/2026
ORD-14276,CUST-606,PROD-156,BR-3,AG-4,1/12/2024,65112.93,Installments,13022.59,52090.34,12,0.2,4340.86,26045.17,15,EGP,4/4/2026
ORD-14277,CUST-226,PROD-155,BR-2,AG-17,11/21/2024,35939.17,Cash,35939.17,0,0,0,0,0,0,EGP,
ORD-14278,CUST-345,PROD-199,BR-6,AG-10,4/19/2024,65345.94,Installments,13069.19,52276.75,12,0.2,4356.4,26138.38,0,EGP,4/4/2026
ORD-14279,CUST-380,PROD-126,BR-7,AG-20,2/18/2024,53068.37,Installments,10613.67,42454.7,12,0.2,3537.89,21227.35,0,EGP,4/4/2026
ORD-14280,CUST-837,PROD-105,BR-4,AG-8,11/27/2024,46405.34,Installments,9281.07,37124.27,12,0.2,3093.69,18562.14,15,EGP,4/4/2026
ORD-14281,CUST-786,PROD-141,BR-5,AG-2,12/24/2024,68241.46,Installments,13648.29,54593.17,12,0.2,4549.43,27296.58,0,EGP,4/4/2026
ORD-14282,CUST-517,PROD-77,BR-1,AG-8,4/20/2024,83648.75,Installments,16729.75,66919,12,0.2,5576.58,33459.5,0,EGP,1/1/1900
ORD-14283,CUST-930,PROD-116,BR-10,AG-10,6/26/2024,34839.71,Installments,6967.94,27871.77,12,0.2,2322.65,13935.88,0,EGP,4/4/2026
ORD-14284,CUST-708,PROD-154,BR-1,AG-14,10/5/2024,60589.99,Cash,60589.99,0,0,0,0,0,0,EGP,
ORD-14285,CUST-505,PROD-152,BR-1,AG-4,11/17/2024,30552.95,Installments,6110.59,24442.36,12,0.2,2036.86,12221.18,45,EGP,4/4/2026
ORD-14286,CUST-427,PROD-182,BR-3,AG-3,3/2/2024,78066.61,Cash,78066.61,0,0,0,0,0,0,Pound,
ORD-14287,CUST-182,PROD-186,BR-1,AG-8,8/7/2024,23676.02,Installments,4735.2,18940.82,12,0.2,1578.4,9470.41,0,EGP,4/4/2026
ORD-14288,CUST-125,PROD-110,BR-7,AG-16,9/3/2024,25000.93,Installments,5000.19,20000.74,12,0.2,1666.73,10000.37,15,EGP,4/4/2026
ORD-14289,CUST-996,PROD-71,BR-10,AG-11,9/8/2024,64650.16,Installments,12930.03,51720.13,12,0.2,4310.01,25860.06,0,EGP,4/4/2026
ORD-14290,CUST-548,PROD-162,BR-5,AG-4,11/14/2024,29551.18,Installments,5910.24,23640.94,12,0.2,1970.08,11820.47,45,EGP,4/4/2026
ORD-14291,CUST-555,PROD-56,BR-7,AG-16,8/12/2024,48105.68,Installments,9621.14,38484.54,12,0.2,3207.05,19242.27,45,egp,4/4/2026
ORD-14292,CUST-204,PROD-55,BR-1,AG-4,2/6/2024,48294.03,Cash,48294.03,0,0,0,0,0,0,EGP,
ORD-14293,CUST-333,PROD-118,BR-3,AG-18,7/29/2024,49028.77,Installments,9805.75,39223.02,12,0.2,3268.58,19611.51,0,EGP,4/4/2026
ORD-14294,CUST-490,PROD-57,BR-10,AG-1,7/1/2024,23285.31,Cash,23285.31,0,0,0,0,0,0,EGP,
ORD-14295,CUST-622,PROD-75,BR-2,AG-9,5/21/2024,53950.55,Installments,10790.11,43160.44,12,0.2,3596.7,21580.22,0,EGP,4/4/2026
ORD-14296,CUST-810,PROD-118,BR-3,AG-3,1/7/2025,43297.45,Cash,43297.45,0,0,0,0,0,0,EGP,
ORD-14297,CUST-308,PROD-54,BR-10,AG-4,10/11/2024,65453.08,Cash,65453.08,0,0,0,0,0,0,EGP,
ORD-14298,CUST-306,PROD-104,BR-8,AG-14,12/29/2024,52340.66,Installments,10468.13,41872.53,12,0.2,3489.38,20936.26,45,EGP,4/4/2026
ORD-14299,CUST-729,PROD-196,BR-9,AG-19,1/14/2025,47352.56,Installments,9470.51,37882.05,12,0.2,3156.84,18941.02,0,Pound,4/4/2026
ORD-14300,CUST-239,PROD-55,BR-5,AG-1,8/3/2024,13221.82,Cash,13221.82,0,0,0,0,0,0,EGP,
ORD-14301,CUST-842,PROD-126,BR-5,AG-2,6/7/2024,55480.47,Installments,11096.09,44384.38,12,0.2,3698.7,22192.19,15,EGP,4/4/2026
ORD-14302,CUST-223,PROD-160,BR-7,AG-17,1/13/2025,86592.41,Installments,17318.48,69273.93,12,0.2,5772.83,34636.96,0,EGP,4/4/2026
ORD-14303,CUST-961,PROD-63,BR-4,AG-12,10/16/2024,46553.44,Installments,9310.69,37242.75,12,0.2,3103.56,18621.38,0,EGP,4/4/2026
ORD-14304,CUST-973,PROD-160,BR-2,AG-11,12/30/2028,49923.89,Cash,49923.89,0,0,0,0,0,0,EGP,
ORD-14305,CUST-805,PROD-77,BR-10,AG-25,1/26/2025,40238.48,Cash,40238.48,0,0,0,0,0,0,EGP,
ORD-14306,CUST-830,PROD-86,BR-10,AG-2,4/3/2024,58288.99,Installments,11657.8,46631.19,12,0.2,3885.93,23315.6,0,EGP,4/4/2026
ORD-14307,CUST-362,PROD-71,BR-1,AG-14,7/28/2024,39952.67,Cash,39952.67,0,0,0,0,0,0,EGP,
ORD-14308,CUST-245,PROD-178,BR-10,AG-6,6/17/2024,38542.07,Installments,7708.41,30833.66,12,0.2,2569.47,15416.83,0,EGP,4/4/2026
ORD-14309,CUST-602,PROD-165,BR-3,AG-3,1/4/2025,89262.32,Cash,89262.32,0,0,0,0,0,0,EGP,
ORD-14310,CUST-904,PROD-193,BR-4,AG-24,2/29/2024,48342.74,Installments,9668.55,38674.19,12,0.2,3222.85,19337.1,0,Pound,4/4/2026
ORD-14311,CUST-780,PROD-122,BR-6,AG-5,1/13/2024,75327.12,Cash,75327.12,0,0,0,0,0,0,EGP,
ORD-14312,CUST-129,PROD-188,BR-5,AG-1,1/17/2024,44741.19,Installments,8948.24,35792.95,12,0.2,2982.75,17896.48,0,EGP,4/4/2026
ORD-14313,CUST-917,PROD-196,BR-8,AG-23,1/10/2024,39440.96,Cash,39440.96,0,0,0,0,0,0,EGP,
ORD-14314,CUST-134,PROD-81,BR-6,AG-8,7/14/2024,23275.36,Installments,4655.07,18620.29,12,0.2,1551.69,9310.14,0,EGP,1/1/1900
ORD-14315,CUST-342,PROD-119,BR-1,AG-21,8/25/2024,52199.43,Installments,10439.89,41759.54,12,0.2,3479.96,20879.77,0,EGP,4/4/2026
ORD-14316,CUST-419,PROD-127,BR-8,AG-14,5/6/2024,82796.34,Cash,82796.34,0,0,0,0,0,0,EGP,
ORD-14317,CUST-140,PROD-89,BR-2,AG-25,5/21/2024,60379.78,Installments,12075.96,48303.82,12,0.2,4025.32,24151.91,45,EGP,4/4/2026
ORD-14318,CUST-880,PROD-180,BR-10,AG-13,7/27/2024,40360.42,Installments,8072.08,32288.34,12,0.2,2690.69,16144.17,0,Pound,4/4/2026
ORD-14319,CUST-811,PROD-117,BR-3,AG-5,10/27/2024,60507.12,Installments,12101.42,48405.7,12,0.2,4033.81,24202.85,0,EGP,4/4/2026
ORD-14320,CUST-675,PROD-71,BR-9,AG-8,5/31/2024,10959.97,Installments,2191.99,8767.98,12,0.2,730.66,4383.99,0,Pound,4/4/2026
ORD-14321,CUST-453,PROD-163,BR-8,AG-7,5/29/2024,51340.37,Installments,10268.07,41072.3,12,0.2,3422.69,20536.15,15,EGP,4/4/2026
ORD-14322,CUST-910,PROD-184,BR-7,AG-18,11/13/2024,13381.81,Cash,13381.81,0,0,0,0,0,0,EGP,
ORD-14323,CUST-935,PROD-116,BR-1,AG-15,6/24/2024,33598.68,Installments,6719.74,26878.94,12,0.2,2239.91,13439.47,45,EGP,4/4/2026
ORD-14324,CUST-620,PROD-116,BR-5,AG-21,7/10/2024,89908.85,Cash,89908.85,0,0,0,0,0,0,EGP,
ORD-14325,CUST-931,PROD-63,BR-9,AG-21,2/4/2024,29770.76,Installments,5954.15,23816.61,12,0.2,1984.72,11908.3,0,EGP,4/4/2026
ORD-14326,CUST-121,PROD-158,BR-4,AG-21,3/19/2024,50556.35,Installments,10111.27,40445.08,12,0.2,3370.42,20222.54,45,Pound,4/4/2026
ORD-14327,CUST-881,PROD-151,BR-6,AG-22,5/13/2024,49922.14,Installments,9984.43,39937.71,12,0.2,3328.14,19968.86,45,EGP,4/4/2026
ORD-14328,CUST-389,PROD-158,BR-4,AG-8,2/25/2024,87619.91,Installments,17523.98,70095.93,12,0.2,5841.33,35047.96,0,EGP,4/4/2026
ORD-14329,CUST-446,PROD-168,BR-4,AG-22,7/15/2024,84451.37,Installments,16890.27,67561.1,12,0.2,5630.09,33780.55,0,EGP,4/4/2026
ORD-14330,CUST-316,PROD-186,BR-8,AG-17,2/18/2024,30905.44,Cash,30905.44,0,0,0,0,0,0,EGP,
ORD-14331,CUST-511,PROD-174,BR-4,AG-20,5/10/2024,48793.1,Installments,9758.62,39034.48,12,0.2,3252.87,19517.24,120,EGP,4/4/2026
ORD-14332,CUST-163,PROD-146,BR-5,AG-1,6/13/2024,18463.64,Installments,3692.73,14770.91,12,0.2,1230.91,7385.46,0,egp,4/4/2026
ORD-14333,CUST-548,PROD-157,BR-9,AG-20,2/9/2024,55957.28,Cash,55957.28,0,0,0,0,0,0,EGP,
ORD-14334,CUST-703,PROD-101,BR-9,AG-8,1/11/2024,10208.86,Cash,10208.86,0,0,0,0,0,0,EGP,
ORD-14335,CUST-142,PROD-169,BR-2,AG-10,7/4/2024,73180.02,Cash,73180.02,0,0,0,0,0,0,EGP,
ORD-14336,CUST-224,PROD-142,BR-3,AG-5,10/25/2024,45959.22,Installments,9191.84,36767.38,12,0.2,3063.95,18383.69,0,EGP,4/4/2026
ORD-14337,CUST-563,PROD-171,BR-5,AG-15,3/21/2024,86601.93,Installments,17320.39,69281.54,12,0.2,5773.46,34640.77,0,EGP,4/4/2026
ORD-14338,CUST-569,PROD-138,BR-10,AG-1,11/21/2024,76053.62,Installments,15210.72,60842.9,12,0.2,5070.24,30421.45,0,EGP,4/4/2026
ORD-14339,CUST-353,PROD-162,BR-2,AG-24,2/24/2024,27882.54,Installments,5576.51,22306.03,12,0.2,1858.84,11153.02,15,EGP,4/4/2026
ORD-14340,CUST-533,PROD-180,BR-2,AG-13,2/20/2024,23782.64,Installments,4756.53,19026.11,12,0.2,1585.51,9513.06,0,EGP,4/4/2026
ORD-14341,CUST-937,PROD-87,BR-9,AG-1,7/19/2024,52779.34,Installments,10555.87,42223.47,12,0.2,3518.62,21111.74,0,EGP,4/4/2026
ORD-14342,CUST-403,PROD-98,BR-7,AG-17,9/28/2024,17218.29,Installments,3443.66,13774.63,12,0.2,1147.89,6887.32,0,EGP,4/4/2026
ORD-14343,CUST-148,PROD-81,BR-5,AG-21,1/14/2025,68144.54,Installments,13628.91,54515.63,12,0.2,4542.97,27257.82,0,EGP,4/4/2026
ORD-14344,CUST-279,PROD-116,BR-10,AG-1,3/28/2024,79359.26,Cash,79359.26,0,0,0,0,0,0,EGP,
ORD-14345,CUST-975,PROD-137,BR-7,AG-24,10/2/2024,89690.21,Installments,17938.04,71752.17,12,0.2,5979.35,35876.08,0,EGP,4/4/2026
ORD-14346,CUST-958,PROD-107,BR-4,AG-25,12/14/2024,81231.4,Installments,16246.28,64985.12,12,0.2,5415.43,32492.56,0,egp,4/4/2026
ORD-14347,CUST-833,PROD-97,BR-7,AG-9,2/12/2024,44633.29,Cash,44633.29,0,0,0,0,0,0,EGP,
ORD-14348,CUST-727,PROD-125,BR-7,AG-1,2/20/2024,15305.5,Installments,3061.1,12244.4,12,0.2,1020.37,6122.2,15,EGP,4/4/2026
ORD-14349,CUST-804,PROD-96,BR-4,AG-3,9/27/2024,76492.66,Cash,76492.66,0,0,0,0,0,0,EGP,
ORD-14350,CUST-726,PROD-74,BR-2,AG-25,6/27/2024,81414.92,Installments,16282.98,65131.94,12,0.2,5427.66,32565.97,0,EGP,4/4/2026
ORD-14351,CUST-771,PROD-83,BR-9,AG-5,9/1/2024,11713.04,Installments,2342.61,9370.43,12,0.2,780.87,4685.22,0,EGP,4/4/2026
ORD-14352,CUST-685,PROD-64,BR-7,AG-17,12/4/2024,47998.4,Installments,9599.68,38398.72,12,0.2,3199.89,19199.36,0,EGP,4/4/2026
ORD-14353,CUST-281,PROD-182,BR-3,AG-16,1/28/2024,67725.37,Cash,67725.37,0,0,0,0,0,0,EGP,
ORD-14354,CUST-327,PROD-134,BR-7,AG-6,1/7/2024,14468.97,Installments,2893.79,11575.18,12,0.2,964.6,5787.59,0,EGP,4/4/2026
ORD-14355,CUST-626,PROD-72,BR-5,AG-5,1/28/2024,10087.69,Cash,10087.69,0,0,0,0,0,0,EGP,
ORD-14356,CUST-696,PROD-139,BR-8,AG-13,11/14/2024,23753.83,Installments,4750.77,19003.06,12,0.2,1583.59,9501.53,0,EGP,4/4/2026
ORD-14357,CUST-439,PROD-121,BR-9,AG-21,7/22/2024,80750.24,Cash,80750.24,0,0,0,0,0,0,EGP,
ORD-14358,CUST-193,PROD-135,BR-6,AG-14,1/4/2024,62559.93,Cash,62559.93,0,0,0,0,0,0,Pound,
ORD-14359,CUST-603,PROD-117,BR-4,AG-12,12/6/2024,64112.78,Cash,64112.78,0,0,0,0,0,0,EGP,
ORD-14360,CUST-431,PROD-139,BR-4,AG-23,8/13/2024,42333.13,Cash,42333.13,0,0,0,0,0,0,EGP,
ORD-14361,CUST-773,PROD-152,BR-3,AG-4,5/17/2024,10701.51,Installments,2140.3,8561.21,12,0.2,713.43,4280.6,120,EGP,4/4/2026
ORD-14362,CUST-777,PROD-116,BR-3,AG-17,3/25/2024,87999.51,Installments,17599.9,70399.61,12,0.2,5866.63,35199.8,0,EGP,4/4/2026
ORD-14363,CUST-823,PROD-130,BR-2,AG-8,8/19/2024,83371.45,Installments,16674.29,66697.16,12,0.2,5558.1,33348.58,0,Pound,4/4/2026
ORD-14364,CUST-428,PROD-104,BR-2,AG-13,12/30/2028,81810.54,Cash,81810.54,0,0,0,0,0,0,EGP,
ORD-14365,CUST-840,PROD-115,BR-5,AG-16,4/20/2024,22173.86,Installments,4434.77,17739.09,12,0.2,1478.26,8869.54,0,Pound,4/4/2026
ORD-14366,CUST-908,PROD-115,BR-9,AG-21,5/14/2024,24524.76,Installments,4904.95,19619.81,12,0.2,1634.98,9809.9,0,EGP,4/4/2026
ORD-14367,CUST-824,PROD-86,BR-5,AG-7,2/29/2024,12005.24,Cash,12005.24,0,0,0,0,0,0,Pound,
ORD-14368,CUST-930,PROD-165,BR-8,AG-2,12/30/2028,29501.09,Installments,5900.22,23600.87,12,0.2,1966.74,11800.44,0,EGP,4/4/2026
ORD-14369,CUST-762,PROD-93,BR-8,AG-6,5/27/2024,40244.22,Installments,8048.84,32195.38,12,0.2,2682.95,16097.69,0,EGP,4/4/2026
ORD-14370,CUST-424,PROD-120,BR-8,AG-15,6/1/2024,73875.87,Installments,14775.17,59100.7,12,0.2,4925.06,29550.35,45,EGP,4/4/2026
ORD-14371,CUST-883,PROD-71,BR-1,AG-11,1/15/2024,75170.73,Installments,15034.15,60136.58,12,0.2,5011.38,30068.29,120,EGP,4/4/2026
ORD-14372,CUST-359,PROD-101,BR-2,AG-25,3/14/2024,53469,Installments,10693.8,42775.2,12,0.2,3564.6,21387.6,0,Pound,4/4/2026
ORD-14373,CUST-489,PROD-126,BR-4,AG-21,9/16/2024,44169.75,Cash,44169.75,0,0,0,0,0,0,EGP,
ORD-14374,CUST-770,PROD-114,BR-8,AG-6,7/31/2024,89763.01,Installments,17952.6,71810.41,12,0.2,5984.2,35905.2,0,EGP,4/4/2026
ORD-14375,CUST-468,PROD-171,BR-8,AG-22,7/9/2024,57693.38,Installments,11538.68,46154.7,12,0.2,3846.23,23077.35,0,EGP,4/4/2026
ORD-14376,CUST-595,PROD-148,BR-10,AG-13,8/4/2024,10116.94,Cash,10116.94,0,0,0,0,0,0,EGP,
ORD-14377,CUST-384,PROD-114,BR-5,AG-1,9/3/2024,53676.71,Installments,10735.34,42941.37,12,0.2,3578.45,21470.68,0,EGP,4/4/2026
ORD-14378,CUST-775,PROD-167,BR-7,AG-4,7/21/2024,32537.93,Installments,6507.59,26030.34,12,0.2,2169.2,13015.17,0,EGP,4/4/2026
ORD-14379,CUST-684,PROD-100,BR-1,AG-21,1/2/2024,25599.46,Installments,5119.89,20479.57,12,0.2,1706.63,10239.78,15,EGP,4/4/2026
ORD-14380,CUST-701,PROD-185,BR-6,AG-7,1/23/2024,40971.24,Installments,8194.25,32776.99,12,0.2,2731.42,16388.5,15,EGP,4/4/2026
ORD-14381,CUST-240,PROD-197,BR-7,AG-8,6/26/2024,32331.01,Installments,6466.2,25864.81,12,0.2,2155.4,12932.4,0,egp,4/4/2026
ORD-14382,CUST-156,PROD-76,BR-9,AG-7,11/24/2024,70931.18,Installments,14186.24,56744.94,12,0.2,4728.75,28372.47,0,EGP,4/4/2026
ORD-14383,CUST-527,PROD-64,BR-6,AG-8,4/24/2024,48529.53,Installments,9705.91,38823.62,12,0.2,3235.3,19411.81,0,EGP,4/4/2026
ORD-14384,CUST-268,PROD-127,BR-8,AG-1,11/13/2024,76847.92,Cash,76847.92,0,0,0,0,0,0,EGP,
ORD-14385,CUST-321,PROD-71,BR-3,AG-7,9/20/2024,13112.66,Cash,13112.66,0,0,0,0,0,0,EGP,
ORD-14386,CUST-870,PROD-142,BR-8,AG-4,6/29/2024,60731.05,Installments,12146.21,48584.84,12,0.2,4048.74,24292.42,0,egp,4/4/2026
ORD-14387,CUST-227,PROD-187,BR-5,AG-3,8/3/2024,21232.92,Cash,21232.92,0,0,0,0,0,0,EGP,
ORD-14388,CUST-157,PROD-144,BR-7,AG-13,2/10/2024,87352.3,Installments,17470.46,69881.84,12,0.2,5823.49,34940.92,0,EGP,4/4/2026
ORD-14389,CUST-479,PROD-82,BR-2,AG-4,11/24/2024,51697.42,Installments,10339.48,41357.94,12,0.2,3446.49,20678.97,0,EGP,4/4/2026
ORD-14390,CUST-142,PROD-50,BR-4,AG-23,10/6/2024,45976.36,Cash,45976.36,0,0,0,0,0,0,EGP,
ORD-14391,CUST-422,PROD-131,BR-3,AG-20,1/25/2024,76594.07,Installments,15318.81,61275.26,12,0.2,5106.27,30637.63,45,EGP,4/4/2026
ORD-14392,CUST-392,PROD-166,BR-5,AG-14,6/28/2024,54513.45,Cash,54513.45,0,0,0,0,0,0,egp,
ORD-14393,CUST-858,PROD-57,BR-2,AG-17,10/29/2024,29400,Installments,5880,23520,12,0.2,1960,11760,0,EGP,4/4/2026
ORD-14394,CUST-343,PROD-162,BR-2,AG-23,12/23/2024,34892.19,Installments,6978.44,27913.75,12,0.2,2326.15,13956.88,45,EGP,4/4/2026
ORD-14395,CUST-896,PROD-89,BR-3,AG-10,2/23/2024,83427.24,Installments,16685.45,66741.79,12,0.2,5561.82,33370.9,15,EGP,4/4/2026
ORD-14396,CUST-531,PROD-62,BR-2,AG-21,4/25/2024,86073.54,Installments,17214.71,68858.83,12,0.2,5738.24,34429.42,0,Pound,4/4/2026
ORD-14397,CUST-958,PROD-140,BR-4,AG-5,2/2/2025,27440.82,Installments,5488.16,21952.66,12,0.2,1829.39,10976.33,15,EGP,4/4/2026
ORD-14398,CUST-107,PROD-141,BR-4,AG-1,5/28/2024,38494.27,Installments,7698.85,30795.42,12,0.2,2566.28,15397.71,0,EGP,4/4/2026
ORD-14399,CUST-890,PROD-81,BR-9,AG-6,12/31/2024,41380.62,Installments,8276.12,33104.5,12,0.2,0,16552.25,0,EGP,4/4/2026
ORD-14400,CUST-561,PROD-88,BR-6,AG-2,1/28/2024,59027.82,Installments,11805.56,47222.26,12,0.2,3935.19,23611.13,120,EGP,4/4/2026
ORD-14401,CUST-732,PROD-189,BR-7,AG-13,9/9/2024,38522.56,Cash,38522.56,0,0,0,0,0,0,EGP,
ORD-14402,CUST-695,PROD-57,BR-4,AG-11,12/22/2024,74608.47,Installments,14921.69,59686.78,12,0.2,4973.9,29843.39,15,EGP,4/4/2026
ORD-14403,CUST-202,PROD-135,BR-6,AG-20,4/8/2024,41677.06,Installments,8335.41,33341.65,12,0.2,2778.47,16670.82,0,EGP,4/4/2026
ORD-14404,CUST-542,PROD-138,BR-10,AG-7,6/26/2024,72199.68,Installments,14439.94,57759.74,12,0.2,4813.31,28879.87,15,Pound,4/4/2026
ORD-14405,CUST-404,PROD-166,BR-4,AG-5,1/25/2025,86968.76,Installments,17393.75,69575.01,12,0.2,5797.92,34787.5,0,EGP,4/4/2026
ORD-14406,CUST-826,PROD-76,BR-4,AG-17,1/22/2025,32265.17,Cash,32265.17,0,0,0,0,0,0,EGP,
ORD-14407,CUST-450,PROD-94,BR-1,AG-6,1/5/2025,10444.1,Installments,2088.82,8355.28,12,0.2,696.27,4177.64,120,EGP,1/1/1900
ORD-14408,CUST-977,PROD-65,BR-10,AG-12,4/17/2024,14687.84,Installments,2937.57,11750.27,12,0.2,979.19,5875.14,15,EGP,4/4/2026
ORD-14409,CUST-248,PROD-62,BR-10,AG-16,4/13/2024,53580.92,Installments,10716.18,42864.74,12,0.2,3572.06,21432.37,0,Pound,4/4/2026
ORD-14410,CUST-628,PROD-91,BR-4,AG-1,9/26/2024,73457.03,Installments,14691.41,58765.62,12,0.2,4897.14,29382.81,120,EGP,4/4/2026
ORD-14411,CUST-599,PROD-168,BR-10,AG-13,8/10/2024,40947.66,Installments,8189.53,32758.13,12,0.2,2729.84,16379.06,0,EGP,4/4/2026
ORD-14412,CUST-275,PROD-191,BR-2,AG-23,5/14/2024,27826.57,Installments,5565.31,22261.26,12,0.2,1855.1,11130.63,120,EGP,4/4/2026
ORD-14413,CUST-950,PROD-151,BR-4,AG-4,3/8/2024,61061.32,Installments,12212.26,48849.06,12,0.2,4070.75,24424.53,0,EGP,4/4/2026
ORD-14414,CUST-409,PROD-108,BR-8,AG-6,12/5/2024,37592.36,Installments,7518.47,30073.89,12,0.2,2506.16,15036.94,0,EGP,4/4/2026
ORD-14415,CUST-227,PROD-103,BR-4,AG-21,12/20/2024,12471.79,Installments,2494.36,9977.43,12,0.2,831.45,4988.72,120,Pound,4/4/2026
ORD-14416,CUST-878,PROD-113,BR-3,AG-6,1/15/2024,57590.03,Installments,11518.01,46072.02,12,0.2,3839.34,23036.01,0,EGP,4/4/2026
ORD-14417,CUST-194,PROD-123,BR-1,AG-10,2/28/2024,10595.59,Installments,2119.12,8476.47,12,0.2,706.37,4238.24,120,EGP,4/4/2026
ORD-14418,CUST-812,PROD-134,BR-4,AG-6,1/3/2024,73204.01,Installments,14640.8,58563.21,12,0.2,4880.27,29281.6,0,EGP,4/4/2026
ORD-14419,CUST-576,PROD-123,BR-9,AG-16,12/11/2024,46943.61,Installments,9388.72,37554.89,12,0.2,3129.57,18777.44,15,EGP,4/4/2026
ORD-14420,CUST-573,PROD-141,BR-1,AG-10,5/13/2024,78858.57,Installments,15771.71,63086.86,12,0.2,5257.24,31543.43,0,EGP,4/4/2026
ORD-14421,CUST-885,PROD-88,BR-1,AG-21,9/7/2024,41105.13,Cash,41105.13,0,0,0,0,0,0,EGP,
ORD-14422,CUST-721,PROD-86,BR-3,AG-2,1/5/2025,51141.77,Installments,10228.35,40913.42,12,0.2,3409.45,20456.71,0,EGP,4/4/2026
ORD-14423,CUST-733,PROD-150,BR-3,AG-1,5/1/2024,44749.54,Installments,8949.91,35799.63,12,0.2,2983.3,17899.82,0,Pound,4/4/2026
ORD-14424,CUST-310,PROD-55,BR-5,AG-2,5/11/2024,87299.08,Installments,17459.82,69839.26,12,0.2,5819.94,34919.63,0,EGP,4/4/2026
ORD-14425,CUST-883,PROD-174,BR-1,AG-5,4/1/2024,62442.51,Installments,12488.5,49954.01,12,0.2,4162.83,24977,0,EGP,4/4/2026
ORD-14426,CUST-939,PROD-194,BR-9,AG-19,10/20/2024,86164.31,Cash,86164.31,0,0,0,0,0,0,EGP,
ORD-14427,CUST-872,PROD-109,BR-5,AG-18,3/6/2024,40004.93,Installments,8000.99,32003.94,12,0.2,2667,16001.97,0,EGP,4/4/2026
